,start_x,start_y,end_x,end_y,euclidian_distance,max_edge_len,goal_rate,finished,iter_count,final_distance,time
0,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,748,365.06940013894456,6.361550765999709
1,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,False,,,35.82239577300061
2,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,388,493.64972245133464,3.5082636670013017
3,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,571,414.6286268815267,5.366105646000506
4,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,835,257.627889037027,7.427582471998903
5,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,1400,383.5757537916477,13.883277558001282
6,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,936,516.8449543925005,8.6485949980015
7,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,False,,,36.11460957500094
8,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,497,474.9711460717638,5.680985420996876
9,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,False,,,21.095687164000992
10,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,411,547.3340493433521,3.197577301001729
11,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,1109,428.1886292558173,11.989949994000199
12,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,537,612.6067780519821,5.112995554001827
13,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,False,,,18.79107209400172
14,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,1175,557.9107660097096,9.362774993001949
