,start_x,start_y,end_x,end_y,euclidian_distance,max_edge_len,goal_rate,finished,iter_count,final_distance,time
0,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,True,917,455.9639383566971,9.457863273004477
1,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,True,655,469.66595399932226,5.791724251001142
2,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,True,809,377.43002109878137,7.473090179002611
3,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,True,147,423.9796406405263,1.362911352996889
4,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,False,,,20.46691761400143
5,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,True,258,497.1353422012778,2.111624776996905
6,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,False,,,26.700799190999533
7,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,False,,,26.83189212599973
8,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,True,407,431.2779678575392,3.854127406993939
9,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,True,399,444.32093633090176,3.1970973369971034
10,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,True,637,681.5317207392146,6.83026426199649
11,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,True,1121,801.1006692732547,8.650903047004249
12,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,True,546,486.53609042306874,4.4326864419999765
13,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,True,1635,708.9731268333146,16.637231063999934
14,47.0,2.5,22.0,20.5,30.805843601498726,3.0,0.3,True,703,621.1400195798343,5.97832248800114
