,start_x,start_y,end_x,end_y,euclidian_distance,max_edge_len,goal_rate,finished,iter_count,final_distance
0,48.717209100000005,7.924446999999999,37.2460987,3.1722266,12.41652014612647,3.0,0.5,True,182,29.14941194704829
1,23.8766673,27.269991299999997,44.911655300000014,45.5099863,27.841841493697387,3.0,0.5,True,113,44.48301932364122
2,36.557209799999995,42.2166577,4.0005575,43.559986900000006,32.584354256646975,3.0,0.5,True,400,61.1431525324927
3,48.628320300000006,33.124438500000004,23.8544452,5.9588871999999995,36.765637012070556,3.0,0.5,False,,
4,1.6461109999999999,8.061113,23.8766673,27.269991299999997,29.37990195612777,3.0,0.5,True,126,44.589078198037484
5,23.9433349,48.71442879999999,23.787778600000003,3.4255547,45.289141248296154,3.0,0.5,True,1319,79.78834755594939
6,42.65943239999999,30.3311058,13.117221400000002,12.813333399999998,34.34551762059676,3.0,0.5,True,104,38.49279917250832
7,4.756112699999999,20.248883,23.854445300000002,38.781099499999996,26.611827380003334,3.0,0.5,True,413,46.227711007970804
8,23.987778499999997,13.336662500000001,6.9261114,31.019994000000008,24.572356361776027,3.0,0.5,True,226,53.92276735684842
9,37.157209800000004,28.3722181,45.6005441,6.465555199999999,23.477473746461584,3.0,0.5,True,913,65.91602133256659
10,23.854445300000002,38.781099499999996,1.6461109999999999,8.061113,37.90682897501107,3.0,0.5,True,531,63.82021108904422
11,37.0905432,14.2611115,23.8544452,5.9588871999999995,15.624378982638461,3.0,0.5,True,50,19.364564491364142
12,6.9261114,31.019994000000008,23.9211119,10.803329999999999,26.41104968159911,3.0,0.5,True,933,46.557103694168745
13,23.9211119,10.803329999999999,42.7483213,5.1311143999999995,19.663108696346356,3.0,0.5,True,106,25.990733644290238
14,36.557209799999995,42.2166577,48.717209100000005,7.924446999999999,36.38435512234888,3.0,0.5,False,,
15,23.9211119,10.803329999999999,42.65943239999999,30.3311058,27.063973892534438,3.0,0.5,True,113,31.61509581769039
16,37.2460987,3.1722266,23.832222999999995,8.425553200000001,14.405884272106245,3.0,0.5,True,64,21.825545798799187
17,7.148333600000001,10.0200008,23.810000900000002,33.78110100000001,29.020700197106372,3.0,0.5,True,80,36.348937282647086
18,4.4005573,9.0488867,1.4238888,29.0611063,20.232387122569506,3.0,0.5,False,,
19,7.503888999999999,21.2199971,13.472776900000001,24.013329700000003,6.5901691766592165,3.0,0.5,True,88,21.607267463526018
20,45.6005441,6.465555199999999,37.157209800000004,28.3722181,23.477473746461584,3.0,0.5,True,227,47.18606603053425
21,1.4238888,29.0611063,12.717221600000002,47.3244336,21.472971145104285,3.0,0.5,True,162,30.31660783379621
22,39.8449895,15.248885199999997,23.787778600000003,3.4255547,19.940540764966954,3.0,0.5,True,209,29.32319306101523
23,23.787778600000003,3.4255547,10.0005564,11.3544415,15.90455098012475,3.0,0.5,True,272,21.07416543185986
24,10.0005564,11.3544415,4.756112699999999,20.248883,10.325467510935859,3.0,0.5,True,27,9.9698259190225
25,23.987778499999997,13.336662500000001,7.148333600000001,10.0200008,17.162958642739394,3.0,0.5,True,113,25.734493342707207
26,39.8449895,15.248885199999997,23.787778600000003,3.4255547,19.940540764966954,3.0,0.5,True,269,31.28591051959853
27,9.600556600000003,45.8655417,39.9116561,29.359991799999996,34.51370641354374,3.0,0.5,True,547,56.992016738993925
28,6.9261114,31.019994000000008,45.6005441,6.465555199999999,45.81083070028063,3.0,0.5,True,1022,92.2777032802995
