,start_x,start_y,end_x,end_y,euclidian_distance,max_edge_len,goal_rate,finished,iter_count,final_distance
0,45.6005441,6.465555199999999,9.778334300000001,32.3544348,44.19801807658927,5.0,0.1,False,,
1,9.778334300000001,32.3544348,23.854445300000002,38.781099499999996,15.473814011113971,5.0,0.1,True,148,25.192851445703244
2,13.472776900000001,24.013329700000003,23.965556299999996,15.8033285,13.3230078901525,5.0,0.1,False,,
3,48.02832029999999,46.96887810000001,1.4238888,29.0611063,49.92655932746685,5.0,0.1,True,204,71.67840952567902
4,39.9116561,29.359991799999996,4.756112699999999,20.248883,36.31700063764519,5.0,0.1,True,660,51.48648236554755
5,12.894999299999997,33.8133267,45.51165530000001,31.665546599999995,32.687294289682235,5.0,0.1,True,374,36.61380782043791
6,13.472776900000001,24.013329700000003,6.9261114,31.019994000000008,9.58916960856282,5.0,0.1,True,27,14.38756635047013
7,42.7483213,5.1311143999999995,40.000545,4.1600003,2.9143330609352955,5.0,0.1,True,10,11.459297476889722
8,6.748333800000001,44.531101,48.5616536,19.013331899999997,48.98479613653595,5.0,0.1,True,432,68.86108308130407
9,39.8449895,15.248885199999997,4.4005573,9.0488867,35.982603510313126,5.0,0.1,True,419,62.95741007287269
10,42.65943239999999,30.3311058,48.628320300000006,33.124438500000004,6.590169219045583,5.0,0.1,True,76,20.896354239228454
11,12.894999299999997,33.8133267,1.4238888,29.0611063,12.416520238512332,5.0,0.1,True,359,38.54868378211981
12,7.148333600000001,10.0200008,6.9261114,31.019994000000008,21.001168946185334,5.0,0.1,True,643,52.071881395399146
13,37.157209800000004,28.3722181,23.898889600000008,24.8033253,13.730260388777038,5.0,0.1,True,66,36.236159553308596
14,23.898890499999997,43.71443030000001,23.9433349,48.71442879999999,5.0001960266267,5.0,0.1,True,808,19.40711482999385
15,4.756112699999999,20.248883,10.356111899999998,22.554437899999996,6.056036198448176,5.0,0.1,True,36,21.40292877747968
16,23.8766673,27.269991299999997,10.0005564,11.3544415,21.11518835211703,5.0,0.1,True,408,58.20602397417491
17,42.05943239999999,44.1755455,10.356111899999998,22.554437899999996,38.374116596691806,5.0,0.1,True,182,61.29554475206962
18,9.778334300000001,32.3544348,23.810000900000002,33.78110100000001,14.104008083512221,5.0,0.1,True,187,56.23727127627357
19,39.8449895,15.248885199999997,23.9433349,48.71442879999999,37.05138630957284,5.0,0.1,True,1165,95.07882484902387
20,23.898890499999997,43.71443030000001,10.0005564,11.3544415,35.218355525085904,5.0,0.1,True,132,49.05454976095381
21,39.8449895,15.248885199999997,9.778334300000001,32.3544348,34.591958343432175,5.0,0.1,True,176,60.512708255116046
22,48.628320300000006,33.124438500000004,42.7483213,5.1311143999999995,28.604205676921744,5.0,0.1,True,510,88.35347097308392
23,39.31165610000001,43.204431400000004,23.965557099999998,46.2477628,15.644955114286113,5.0,0.1,True,357,35.399302258406124
24,1.2461110999999998,42.57221319999999,37.2460987,3.1722266,53.37001078583676,5.0,0.1,True,493,82.78869442983614
25,7.503888999999999,21.2199971,42.592765799999995,16.219999299999998,35.44332452078364,5.0,0.1,True,170,46.45150085746715
26,4.178335199999999,30.04888,45.6005441,6.465555199999999,47.665213717946706,5.0,0.1,True,833,72.08558703404867
27,23.9211119,10.803329999999999,6.748333800000001,44.531101,37.84794372618254,5.0,0.1,True,784,68.83537196977592
28,23.810000900000002,33.78110100000001,1.2461110999999998,42.57221319999999,24.215961195449847,5.0,0.1,True,411,37.462329265668345
29,1.6461109999999999,8.061113,23.898890499999997,43.71443030000001,42.02791013088921,5.0,0.1,True,331,73.94399307219147
30,42.592765799999995,16.219999299999998,45.6005441,6.465555199999999,10.207639786061012,5.0,0.1,True,30,9.498851871983803
31,12.717221600000002,47.3244336,42.7483213,5.1311143999999995,51.78941141106383,5.0,0.1,True,382,69.02331761451052
32,4.4005573,9.0488867,42.65943239999999,30.3311058,43.77983980941232,5.0,0.1,False,,
33,12.717221600000002,47.3244336,42.7483213,5.1311143999999995,51.78941141106383,5.0,0.1,True,497,60.26626072471239
34,23.8766673,27.269991299999997,23.854445300000002,38.781099499999996,11.51112964957789,5.0,0.1,True,179,23.838336817790303
35,39.9116561,29.359991799999996,1.6461109999999999,8.061113,43.79376873411586,5.0,0.1,True,599,69.24342189225867
