,start_x,start_y,end_x,end_y,euclidian_distance,max_edge_len,goal_rate,finished,iter_count,final_distance,time
0,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,701,516.9482108739788,7.21919209400221
1,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,579,489.24264694902604,5.711185045998718
2,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,797,523.2706435131115,8.217388034998294
3,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,559,397.91596553340975,5.557372965002287
4,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,778,398.53439205049744,7.391454232001706
5,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,644,378.6361303524722,6.430749235998519
6,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,1013,326.18236830845444,10.179143339002621
7,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,1066,491.5888209286562,10.84953017999942
8,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,False,,,27.26517277200037
9,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,778,536.5079104516961,7.676437343001453
10,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,False,,,30.969774699999107
11,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,885,563.7598497121901,9.335976455000491
12,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,526,449.8396510788809,5.138057460000709
13,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,810,357.87261504032176,8.642543136000313
14,14.0,2.5,22.0,20.5,19.697715603592208,3.0,0.3,True,1302,479.89688892017466,12.575029497998912
