,start_x,start_y,end_x,end_y,euclidian_distance,max_edge_len,goal_rate,finished,iter_count,final_distance,time
0,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,279,346.9322421783263,2.9041939900052967
1,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,345,357.09909283550934,3.4866943839952
2,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,False,,,27.844327138001972
3,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,354,384.1001827162081,3.6740051960005076
4,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,492,458.3143899972302,5.168119031994138
5,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,301,474.94390407476334,3.1285422850050963
6,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,370,435.66833435199464,3.736498071004462
7,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,313,408.144191462916,3.4595952939998824
8,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,756,407.91726876912713,6.266216001997236
9,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,1692,781.0569729260202,16.378911817999324
10,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,224,432.72074664817734,2.4012111959964386
11,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,991,423.3821369936382,10.244896766002057
12,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,369,326.8598222040648,4.0968331590047455
13,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,626,334.34632856690945,6.287384896997537
14,46.0,14.5,22.0,20.5,24.73863375370596,3.0,0.3,True,369,372.1312314102561,3.99621255499369
