,start_x,start_y,end_x,end_y,euclidian_distance,max_edge_len,goal_rate,finished,iter_count,final_distance,time
0,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,True,1646,576.1470797623956,15.810938595001062
1,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,True,951,446.16771392732437,9.238677645997086
2,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,True,1337,467.91366454702126,13.740852859002189
3,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,True,780,566.8520504068379,6.166484234003292
4,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,True,674,506.35305421715054,6.29872041100316
5,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,True,1305,528.2097663158153,11.73379614699661
6,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,True,750,513.6960660030121,7.0681756300036795
7,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,True,487,585.9432900791803,4.780328765002196
8,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,True,1091,662.1412273677014,10.29191265499685
9,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,True,575,445.1897804949207,5.688253042004362
10,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,True,977,552.395477575272,9.574400391997187
11,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,False,,,24.14410948799923
12,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,True,831,561.1228856296075,8.074353855001391
13,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,False,,,18.964094103997923
14,46.0,14.5,35.5,43.0,30.37268509697488,3.0,0.3,False,,,17.37218603299698
