,start_x,start_y,end_x,end_y,euclidian_distance,max_edge_len,goal_rate,finished,iter_count,final_distance,time
0,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,35,354.1247973617784,0.5546532750013284
1,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,1029,519.7779529334798,11.26528295800017
2,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,61,284.591371620525,0.6517657929980487
3,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,170,332.38846578589323,1.8767069940004149
4,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,False,,,41.19734449799944
5,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,541,367.93281307326765,5.019078715999058
6,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,207,416.5709342274515,1.9309664490028808
7,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,1321,785.8654771117074,14.02818825400027
8,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,1139,464.43595178777645,11.213559577001433
9,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,False,,,18.88593878300162
10,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,587,496.2144146120025,5.473633220997726
11,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,False,,,34.51921891200254
12,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,95,361.9718488928861,1.0227281240004231
13,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,518,530.2539315035564,6.279688344999158
14,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,139,325.53700648570407,1.177220326000679
