,start_x,start_y,end_x,end_y,euclidian_distance,max_edge_len,goal_rate,finished,iter_count,final_distance,time
0,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,False,,,19.582597147000342
1,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,False,,,32.55481812300059
2,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,True,1330,482.77908013530924,11.057003245001397
3,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,False,,,36.780522126002325
4,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,True,916,609.6463578078715,6.103323309002008
5,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,False,,,18.24854112399771
6,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,True,378,430.0989756094388,3.0843684629981
7,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,False,,,19.11965956900167
8,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,True,674,583.8665407334676,6.2924208709991944
9,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,True,558,627.4322646074846,2.6320801839974592
10,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,True,1895,501.0224799656799,19.80533995699807
11,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,True,971,508.6570598217973,11.121818429997802
12,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,True,811,667.4752820607863,7.132979007998074
13,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,True,1127,690.8049880041106,9.024162899000657
14,14.0,2.5,35.5,43.0,45.8530260724415,3.0,0.3,True,1543,600.2820592412319,13.261813615001302
