,start_x,start_y,end_x,end_y,euclidian_distance,max_edge_len,goal_rate,finished,iter_count,final_distance,time
0,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,757,451.64612657979063,8.023186594997242
1,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,343,333.6351145173774,3.530420551000134
2,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,507,252.77773368593913,5.315343645001121
3,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,False,,,20.883928274000937
4,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,462,425.5213629606521,5.0772805209999206
5,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,593,381.7658073051193,5.8613314849972085
6,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,559,458.2591611921124,5.202422098998795
7,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,791,376.3141620985751,7.908010258001013
8,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,682,549.0982836689438,6.345216777001042
9,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,746,458.55018332013503,7.714253443999041
10,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,210,354.6177487723757,2.4114475330025016
11,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,708,357.02023318968264,7.0100329510023585
12,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,False,,,32.46111822400053
13,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,357,421.2478013491917,3.7004676569995354
14,14.0,2.5,43.0,20.5,34.132096331752024,3.0,0.3,True,862,361.19633112904097,8.339074040999549
