,start_x,start_y,end_x,end_y,euclidian_distance,max_edge_len,goal_rate,finished,iter_count,final_distance
0,48.5616536,19.013331899999997,23.965557099999998,46.2477628,36.69716868484798,3.5,0.5,False,,
1,45.51165530000001,31.665546599999995,13.472776900000001,24.013329700000003,32.94003874640454,3.5,0.5,False,,
2,23.965556299999996,15.8033285,4.178335199999999,30.04888,24.38175252928791,3.5,0.5,True,692,32.34917069806342
3,45.6005441,6.465555199999999,9.778334300000001,32.3544348,44.19801807658927,3.5,0.5,True,409,61.22021322153225
4,2.0016664000000004,19.2611093,4.178335199999999,30.04888,11.005175316216999,3.5,0.5,True,4,10.49936583385383
5,37.0905432,14.2611115,1.6461109999999999,8.061113,35.98260351031313,3.5,0.5,True,661,58.754569198962194
6,39.9116561,29.359991799999996,23.965556299999996,15.8033285,20.929912055742783,3.5,0.5,True,58,26.401648215671123
7,23.876667500000003,36.314433500000014,13.117221400000002,12.813333399999998,25.84699956066518,3.5,0.5,True,186,45.16979675587981
8,13.472776900000001,24.013329700000003,36.557209799999995,42.2166577,29.398166483476246,3.5,0.5,True,123,37.9903936083083
9,37.0905432,14.2611115,48.02832029999999,46.96887810000001,34.488156863615664,3.5,0.5,True,353,66.11458568607408
10,23.898889600000008,24.8033253,23.9433349,48.71442879999999,23.911144806813496,3.5,0.5,True,561,56.47854759077019
11,4.756112699999999,20.248883,10.356111899999998,22.554437899999996,6.056036198448176,3.5,0.5,True,84,19.248828528377267
12,6.9261114,31.019994000000008,4.4005573,9.0488867,22.115785753622692,3.5,0.5,True,732,68.14121721251543
13,48.5616536,19.013331899999997,4.178335199999999,30.04888,45.73469442407145,3.5,0.5,True,1219,88.40128047045113
14,13.472776900000001,24.013329700000003,23.898889600000008,24.8033253,10.455999190948743,3.5,0.5,True,63,13.50230734522814
15,42.65943239999999,30.3311058,23.8766673,27.269991299999997,19.030572423967914,3.5,0.5,True,67,38.32534290987675
16,48.717209100000005,7.924446999999999,23.965557099999998,46.2477628,45.6214950504215,3.5,0.5,True,587,75.26586927118146
17,39.9116561,29.359991799999996,42.7483213,5.1311143999999995,24.394367577806182,3.5,0.5,True,629,38.0427649702324
18,1.6461109999999999,8.061113,42.05943239999999,44.1755455,54.198604976297624,3.5,0.5,True,470,75.77215494858514
19,9.600556600000003,45.8655417,36.557209799999995,42.2166577,27.2024908085735,3.5,0.5,True,157,29.84001079058968
20,23.9433349,48.71442879999999,23.810000900000002,33.78110100000001,14.933923032405398,3.5,0.5,True,181,33.49362758684572
21,45.6005441,6.465555199999999,23.965557099999998,46.2477628,45.28461884591353,3.5,0.5,True,345,68.99224237021443
22,23.965557099999998,46.2477628,23.854445300000002,38.781099499999996,7.4674899844369484,3.5,0.5,True,122,19.47815309503686
23,13.472776900000001,24.013329700000003,23.9211119,10.803329999999999,16.842559079493387,3.5,0.5,True,146,27.916750274037135
24,45.6005441,6.465555199999999,23.898889600000008,24.8033253,28.41189223332061,3.5,0.5,True,333,45.85987599285171
25,23.854445300000002,38.781099499999996,39.31165610000001,43.204431400000004,16.077662479763482,3.5,0.5,True,641,35.137777675058324
26,37.2460987,3.1722266,1.6461109999999999,8.061113,35.93411101547186,3.5,0.5,True,282,68.0540541391644
27,23.876667500000003,36.314433500000014,1.6461109999999999,8.061113,35.95062950179612,3.5,0.5,True,415,67.09569992576367
28,23.832222999999995,8.425553200000001,36.557209799999995,42.2166577,36.10767276341822,3.5,0.5,True,98,41.594236123294856
29,9.778334300000001,32.3544348,23.965557099999998,46.2477628,19.857035370176074,3.5,0.5,True,169,40.79858460423885
30,42.592765799999995,16.219999299999998,13.117221400000002,12.813333399999998,29.671755765889447,3.5,0.5,True,180,50.512721476762465
31,37.157209800000004,28.3722181,48.5616536,19.013331899999997,14.752968829761313,3.5,0.5,True,38,20.542055997534383
32,23.832222999999995,8.425553200000001,23.876667500000003,36.314433500000014,27.888915713976925,3.5,0.5,True,221,51.62942897507237
33,37.2460987,3.1722266,45.6005441,6.465555199999999,8.98013202626549,3.5,0.5,True,88,27.40714605458892
34,44.911655300000014,45.5099863,23.9433349,48.71442879999999,21.211763531891048,3.5,0.5,False,,
35,23.810000900000002,33.78110100000001,45.44498870000001,17.55444,27.043986842088767,3.5,0.5,True,166,41.253311593752514
36,45.44498870000001,17.55444,10.356111899999998,22.554437899999996,35.44332453489068,3.5,0.5,True,126,39.70817314136495
