,start_x,start_y,end_x,end_y,euclidian_distance,max_edge_len,goal_rate,sample_options,finished,iter_count,final_distance
0,36.557209799999995,42.2166577,2.0016664000000004,19.2611093,41.4854526552866,5.0,0.5,10,True,1736,238.65266768822323
1,6.748333800000001,44.531101,7.148333600000001,10.0200008,34.5134182145791,5.0,0.5,10,True,294,290.43775615546974
2,6.748333800000001,44.531101,23.9433349,48.71442879999999,17.696561652232162,5.0,0.5,10,False,,
3,23.810000900000002,33.78110100000001,39.9116561,29.359991799999996,16.69758984817904,5.0,0.5,10,False,,
4,23.832222899999998,22.2699928,23.9433349,48.71442879999999,26.44466942948313,5.0,0.5,10,False,,
5,37.157209800000004,28.3722181,44.911655300000014,45.5099863,18.810489730185168,5.0,0.5,10,True,119,80.79783906544077
6,1.6461109999999999,8.061113,2.0016664000000004,19.2611093,11.205638614665514,5.0,0.5,10,True,5,18.617070777427443
7,6.9261114,31.019994000000008,23.9433349,48.71442879999999,24.549519721175866,5.0,0.5,10,True,1519,127.49865419939648
8,45.6005441,6.465555199999999,37.157209800000004,28.3722181,23.477473746461584,5.0,0.5,10,True,276,264.4086972363562
9,2.0016664000000004,19.2611093,4.178335199999999,30.04888,11.005175316216999,5.0,0.5,10,True,8,18.062151670318425
10,36.557209799999995,42.2166577,13.117221400000002,12.813333399999998,37.60303892085193,5.0,0.5,10,True,135,186.3116165079187
11,23.8544452,5.9588871999999995,45.6005441,6.465555199999999,21.752000593757007,5.0,0.5,10,True,1693,116.50195474175335
12,23.854445300000002,38.781099499999996,23.832222899999998,22.2699928,16.5111216546256,5.0,0.5,10,True,143,196.5280974591862
13,23.854445300000002,38.781099499999996,9.778334300000001,32.3544348,15.473814011113971,5.0,0.5,10,True,66,52.262155919439884
14,23.965557099999998,46.2477628,4.756112699999999,20.248883,32.32560138669564,5.0,0.5,10,True,535,242.22281445756224
15,39.9116561,29.359991799999996,39.8449895,15.248885199999997,14.111264079171615,5.0,0.5,10,True,15,27.333792548492266
16,13.117221400000002,12.813333399999998,10.356111899999998,22.554437899999996,10.124862594174328,5.0,0.5,10,True,3,15.343329178562794
17,23.965556299999996,15.8033285,23.8766673,27.269991299999997,11.46700732637879,5.0,0.5,10,True,79,101.09758983407517
18,45.6005441,6.465555199999999,23.987778499999997,13.336662500000001,22.678707026827098,5.0,0.5,10,True,164,168.69243812473493
19,7.148333600000001,10.0200008,2.0016664000000004,19.2611093,10.577630622040463,5.0,0.5,10,True,1,16.959892915438814
20,42.592765799999995,16.219999299999998,1.6461109999999999,8.061113,41.75159835223905,5.0,0.5,10,True,260,236.19229544304469
21,45.6005441,6.465555199999999,23.876667500000003,36.314433500000014,36.91723649327289,5.0,0.5,10,False,,
22,42.7483213,5.1311143999999995,7.148333600000001,10.0200008,35.93411101547186,5.0,0.5,10,True,440,251.9438971412208
23,45.6005441,6.465555199999999,23.965557099999998,46.2477628,45.28461884591353,5.0,0.5,10,False,,
24,9.778334300000001,32.3544348,44.911655300000014,45.5099863,37.515580493418916,5.0,0.5,10,False,,
25,23.8544452,5.9588871999999995,6.9261114,31.019994000000008,30.242810042805697,5.0,0.5,10,False,,
26,23.8766673,27.269991299999997,12.717221600000002,47.3244336,22.95024802252206,5.0,0.5,10,False,,
27,37.157209800000004,28.3722181,48.628320300000006,33.124438500000004,12.416520238512337,5.0,0.5,10,True,56,97.06853775672494
28,1.2461110999999998,42.57221319999999,23.8544452,5.9588871999999995,43.03106333289358,5.0,0.5,10,True,359,316.6874864529341
29,23.8544452,5.9588871999999995,12.894999299999997,33.8133267,29.932912559491886,5.0,0.5,10,True,129,196.2805578028921
30,7.148333600000001,10.0200008,6.9261114,31.019994000000008,21.001168946185334,5.0,0.5,10,True,354,272.0106181811664
31,36.557209799999995,42.2166577,23.832222899999998,22.2699928,23.659981661828553,5.0,0.5,10,True,62,137.9766677379866
32,9.778334300000001,32.3544348,23.898890499999997,43.71443030000001,18.12290277955987,5.0,0.5,10,True,27,49.57467922390102
33,1.2461110999999998,42.57221319999999,13.472776900000001,24.013329700000003,22.224390055780194,5.0,0.5,10,True,96,151.63485481892303
34,45.44498870000001,17.55444,42.7483213,5.1311143999999995,12.712632852003482,5.0,0.5,10,True,2,23.194893456597715
35,36.557209799999995,42.2166577,39.9116561,29.359991799999996,13.28706769922569,5.0,0.5,10,True,3,40.22711668375344
36,12.894999299999997,33.8133267,23.898890499999997,43.71443030000001,14.80261713479649,5.0,0.5,10,True,3,31.867416370909055
37,39.9116561,29.359991799999996,23.832222899999998,22.2699928,17.57316869131072,5.0,0.5,10,True,17,78.69957087054235
38,23.9433349,48.71442879999999,37.0905432,14.2611115,36.876552971475896,5.0,0.5,10,True,187,198.36528879638863
39,23.898890499999997,43.71443030000001,37.0905432,14.2611115,32.27255318830308,5.0,0.5,10,True,57,165.18653910955356
40,48.717209100000005,7.924446999999999,42.65943239999999,30.3311058,23.211096853157986,5.0,0.5,10,True,929,247.38688805987317
41,23.987778499999997,13.336662500000001,23.832222999999995,8.425553200000001,4.913572231088777,5.0,0.5,10,True,480,95.88933529464222
42,23.898889600000008,24.8033253,4.178335199999999,30.04888,20.406276239286083,5.0,0.5,10,False,,
43,1.6461109999999999,8.061113,48.02832029999999,46.96887810000001,60.540263664984025,5.0,0.5,10,True,489,563.5337792336956
44,40.000545,4.1600003,7.148333600000001,10.0200008,33.3707566550459,5.0,0.5,10,True,234,322.22166038622504
45,37.2460987,3.1722266,42.592765799999995,16.219999299999998,14.100752515702403,5.0,0.5,10,True,36,81.80959734571634
46,12.894999299999997,33.8133267,23.898889600000008,24.8033253,14.222015573132953,5.0,0.5,10,False,,
47,23.787778600000003,3.4255547,23.832222999999995,8.425553200000001,5.0001960266267185,5.0,0.5,10,True,217,149.52656736745186
48,48.5616536,19.013331899999997,23.854445300000002,38.781099499999996,31.641914889386804,5.0,0.5,10,False,,
49,13.117221400000002,12.813333399999998,4.756112699999999,20.248883,11.189081130605672,5.0,0.5,10,True,12,28.136393801241788
50,2.0016664000000004,19.2611093,12.717221600000002,47.3244336,30.03952885801003,5.0,0.5,10,True,719,331.9026322572395
51,7.503888999999999,21.2199971,48.628320300000006,33.124438500000004,42.81278517913141,5.0,0.5,10,True,155,427.6014285545326
52,1.6461109999999999,8.061113,45.6005441,6.465555199999999,43.98338315586372,5.0,0.5,10,True,562,342.7797453245451
53,23.8766673,27.269991299999997,44.911655300000014,45.5099863,27.841841493697387,5.0,0.5,10,True,116,156.13979753000993
54,6.9261114,31.019994000000008,6.748333800000001,44.531101,13.51227653804164,5.0,0.5,10,True,11,41.11425808319147
55,45.6005441,6.465555199999999,23.965557099999998,46.2477628,45.28461884591353,5.0,0.5,10,True,297,342.60490614176797
56,45.51165530000001,31.665546599999995,4.756112699999999,20.248883,42.32439557011985,5.0,0.5,10,True,841,317.91764409006714
57,2.0016664000000004,19.2611093,13.472776900000001,24.013329700000003,12.416520238512337,5.0,0.5,10,True,105,184.8852757485794
58,40.000545,4.1600003,23.810000900000002,33.78110100000001,33.75712258077672,5.0,0.5,10,True,87,228.10743458413447
59,12.894999299999997,33.8133267,37.2460987,3.1722266,39.13889443158685,5.0,0.5,10,True,502,300.87748570291683
60,42.65943239999999,30.3311058,23.854445300000002,38.781099499999996,20.61625410595256,5.0,0.5,10,False,,
61,23.898890499999997,43.71443030000001,12.717221600000002,47.3244336,11.749972051679013,5.0,0.5,10,True,64,124.96427647054335
62,23.854445300000002,38.781099499999996,4.4005573,9.0488867,35.53108830729827,5.0,0.5,10,True,781,289.6911257761395
63,2.0016664000000004,19.2611093,42.7483213,5.1311143999999995,43.12709868996198,5.0,0.5,10,True,287,276.61475533545934
